,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Isangel,VU,-19.55,169.2667,77.11,78,75,0,broken clouds
348,Dossor,KZ,47.5272,52.9811,76.05,51,70,6.67,broken clouds
349,Ganzhou,CN,28.8184,115.4327,87.71,68,99,3.31,overcast clouds
350,Bayanday,RU,53.0661,105.5139,62.33,43,53,4.7,broken clouds
351,Malanje,AO,-9.5402,16.341,56.98,45,5,4.72,clear sky
352,Qaqortoq,GL,60.7167,-46.0333,43.3,87,100,0.78,overcast clouds
353,Mehamn,NO,71.0357,27.8492,57.09,86,91,4.29,overcast clouds
354,Kyren,RU,51.6828,102.1408,52.92,77,94,2.17,overcast clouds
355,Takoradi,GH,4.8845,-1.7554,78.66,86,100,6.08,overcast clouds
356,Rumoi,JP,43.9344,141.6428,62.2,93,100,12.33,light rain
357,Saint-Joseph,RE,-21.3667,55.6167,70.47,78,94,15.7,overcast clouds
358,Gucheng,CN,35.9115,111.3192,89.31,36,100,7.07,overcast clouds
359,Ahipara,NZ,-35.1667,173.1667,63.39,78,100,7.67,overcast clouds
360,Griffith,US,41.5284,-87.4237,82.51,71,1,3.44,clear sky
361,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,71,20,27.63,few clouds
362,Klyuchi,RU,52.2667,79.1667,59.72,39,20,10.63,few clouds
363,Onega,RU,63.9061,38.1404,62.06,56,1,7.11,clear sky
364,Energetik,RU,51.7445,58.7934,65.34,46,81,14.41,broken clouds
365,Zhangjiakou,CN,40.81,114.8794,78.89,27,100,3.71,overcast clouds
366,Gornopravdinsk,RU,60.05,69.9,64.67,48,100,7.29,overcast clouds
367,Barra Do Garcas,BR,-15.89,-52.2567,64.94,83,40,3.94,scattered clouds
368,Soavinandriana,MG,-19.1667,46.7333,51.6,67,61,4.43,broken clouds
369,Maniitsoq,GL,65.4167,-52.9,38.46,81,16,4.76,few clouds
370,Srivardhan,IN,18.0333,73.0167,81.93,81,76,9.71,heavy intensity rain
371,Madang,PG,-5.2246,145.7966,85.71,66,16,6.89,few clouds
372,Whitehorse,CA,60.7161,-135.0538,60.1,82,100,3.04,light rain
373,Lichinga,MZ,-13.3128,35.2406,50.09,100,0,9.22,clear sky
374,Havoysund,NO,70.9963,24.6622,50.88,99,100,1.68,light rain
375,Bijie,CN,27.3125,105.2942,73.42,73,98,9.62,overcast clouds
376,Broome,US,42.2506,-75.833,66.38,83,90,3,overcast clouds
377,Tondela,PT,40.5167,-8.0833,67.59,71,22,10.36,few clouds
378,Kungurtug,RU,50.5994,97.5228,51.3,93,100,5.82,overcast clouds
379,Excelsior Springs,US,39.3392,-94.2261,74.28,88,27,4.61,scattered clouds
380,Saint-Augustin,CA,51.226,-58.6502,48.09,56,69,6.38,broken clouds
381,Thomaston,US,32.8882,-84.3266,74.75,92,1,1.01,clear sky
382,Loandjili,CG,-4.7561,11.8578,76.3,92,81,4.92,light rain
383,Bixby,US,35.942,-95.8833,82.51,78,75,9.22,broken clouds
384,Quatre Cocos,MU,-20.2078,57.7625,75.31,71,100,19.24,overcast clouds
385,Pangnirtung,CA,66.1451,-65.7125,31.75,93,59,0.67,broken clouds
386,Nisia Floresta,BR,-6.0911,-35.2086,75.58,92,30,6.89,scattered clouds
387,Canoa,DO,18.355,-71.1585,76.69,88,70,2.48,broken clouds
388,Rockhampton,AU,-23.3833,150.5,73.29,20,2,4.61,clear sky
389,Masvingo,ZW,-20.0637,30.8277,47.26,82,0,2.59,clear sky
390,Hasaki,JP,35.7333,140.8333,84.29,67,100,12.55,overcast clouds
391,Fortuna,US,40.5982,-124.1573,61.14,62,90,7,light rain
392,Marawi,PH,7.9986,124.2928,73.09,88,100,3.38,overcast clouds
393,Bairiki,KI,1.3292,172.9752,87.8,70,40,8.05,scattered clouds
394,Portland,US,45.5234,-122.6762,63.84,85,75,5.75,broken clouds
395,Paragominas,BR,-2.9667,-47.4833,70.79,98,99,1.5,moderate rain
396,Waddan,LY,29.1614,16.139,69.13,60,0,3.02,clear sky
397,Karad,IN,17.2833,74.2,74.46,88,97,9.28,overcast clouds
398,Vila,PT,42.0304,-8.1588,58.08,79,0,5.17,clear sky
399,Yumen,CN,40.2833,97.2,76.51,25,100,16.44,overcast clouds
400,Asfi,MA,32.2994,-9.2372,64.09,93,12,8.81,few clouds
401,Andenes,NO,69.3143,16.1194,53.58,87,90,6.91,overcast clouds
402,Vysokoye,BY,52.3709,23.3708,54.14,87,2,5.21,clear sky
403,Kelowna,CA,49.8831,-119.4857,63.66,53,90,1.99,overcast clouds
404,Kortkeros,RU,61.8106,51.5806,62.6,45,2,4.72,clear sky
405,Faya,SA,18.3851,42.4509,68.11,24,99,4.54,overcast clouds
406,Westport,US,41.1415,-73.3579,66.33,88,1,3,clear sky
407,Taoudenni,ML,22.6783,-3.9836,96.44,11,0,13.87,clear sky
408,Viedma,AR,-40.8135,-62.9967,56.52,67,66,10.69,broken clouds
409,Ilhabela,BR,-23.7781,-45.3581,66.4,87,100,3.85,overcast clouds
410,Bilibino,RU,68.0546,166.4372,49.19,55,100,0.36,overcast clouds
411,Hailar,CN,49.2,119.7,79.5,27,58,12.59,broken clouds
412,Geraldton,AU,-28.7667,114.6,67.12,88,90,8.05,overcast clouds
413,Huntley,US,42.1681,-88.4281,80.15,79,20,0.74,few clouds
414,Nantucket,US,41.2835,-70.0995,60.96,72,20,8.05,few clouds
415,Flin Flon,CA,54.7682,-101.865,54.34,99,100,6.4,overcast clouds
416,Coruripe,BR,-10.1256,-36.1756,72.9,82,10,4.45,clear sky
417,Lebowakgomo,ZA,-24.2,29.5,48.65,82,0,3.09,clear sky
418,Deputatskiy,RU,69.3,139.9,66.54,27,67,11.79,broken clouds
419,Surovikino,RU,48.6078,42.8486,64.78,83,0,5.61,clear sky
420,Sola,VU,-13.8833,167.55,83.07,70,75,0,broken clouds
421,Harnai,PK,30.1005,67.9374,93.63,23,0,1.57,clear sky
422,Sorland,NO,67.667,12.6934,49.5,94,100,11.36,overcast clouds
423,Sisimiut,GL,66.9395,-53.6735,37.56,76,13,3.36,few clouds
424,Jorpeland,NO,59.0225,6.0408,54.14,90,78,17.45,broken clouds
425,Tilichiki,RU,60.4667,166.1,49.73,68,96,1.7,overcast clouds
426,Yulara,AU,-25.2406,130.9889,73.24,15,12,11.5,few clouds
427,Aiquile,BO,-18.2041,-65.1807,46.96,44,4,1.19,clear sky
428,Akdepe,TM,42.0551,59.3788,77.09,26,48,10.6,scattered clouds
429,Okhotsk,RU,59.3833,143.3,54.93,56,13,9.64,few clouds
430,Sur,OM,22.5667,59.5289,88.12,63,0,6.58,clear sky
431,Constitucion,CL,-35.3333,-72.4167,56.05,85,7,7.02,clear sky
432,Capalonga,PH,14.3306,122.4937,86.68,67,100,1.19,heavy intensity rain
433,Roebourne,AU,-20.7833,117.1333,73.11,61,93,10.56,overcast clouds
434,Sabha,LY,27.0377,14.4283,74.44,36,0,12.21,clear sky
435,Cascais,PT,38.6979,-9.4215,63.46,77,5,3,clear sky
436,Bereznehuvate,UA,47.3078,32.8499,59.36,90,8,6.31,clear sky
437,Pimenta Bueno,BR,-11.6725,-61.1936,70.95,84,25,6.33,scattered clouds
438,Bima,ID,-8.4667,118.7167,91.22,49,7,2.57,clear sky
439,Harper,LR,4.375,-7.7169,77.36,87,84,5.1,broken clouds
440,Mosquera,CO,4.7059,-74.2302,57.29,94,75,4.61,broken clouds
441,Umm Kaddadah,SD,13.6017,26.6876,83.16,46,95,7.14,overcast clouds
442,Kutum,SD,14.2,24.6667,77.63,43,51,6.8,broken clouds
443,Omaruru,NA,-21.4333,15.9333,54.63,36,26,9.71,scattered clouds
444,Kupino,RU,54.3663,77.2981,57.2,56,83,7.99,broken clouds
445,Tubinskiy,RU,52.8892,58.2225,57.34,64,67,10.98,broken clouds
446,Jinchang,CN,38.4953,102.1739,80.29,24,43,6.89,scattered clouds
447,Poum,NC,-20.2333,164.0167,76.39,75,100,12.93,overcast clouds
448,Izumo,JP,35.3667,132.7667,76.95,73,75,5.75,broken clouds
449,Ciudad Valles,MX,21.9833,-99.0167,76.06,70,100,2.89,overcast clouds
450,Emerald,AU,-23.5333,148.1667,71.35,20,0,1.66,clear sky
451,Funadhoo,MV,6.15,73.2667,83.12,74,68,14.25,broken clouds
452,Semypolky,UA,50.7167,30.9333,60.87,94,0,5.1,clear sky
453,Buchanan,LR,5.8808,-10.0467,75.16,84,93,1.79,light rain
454,Yashan,CN,22.1975,109.9419,86.34,72,96,15.19,overcast clouds
455,Roma,US,43.2128,-75.4557,68.13,81,1,5.75,clear sky
456,Kavarna,BG,43.4333,28.3333,64.58,86,97,7.94,overcast clouds
457,Riyadh,SA,24.6877,46.7219,82.45,18,0,8.05,clear sky
458,Mount Gambier,AU,-37.8333,140.7667,58.91,77,100,8.05,haze
459,Olafsvik,IS,64.8945,-23.7142,40.42,56,14,10.83,few clouds
460,Aquiraz,BR,-3.9014,-38.3911,81.18,82,15,10.22,few clouds
461,Sakakah,SA,29.9697,40.2064,80.17,24,0,6.64,clear sky
462,Russkiy Aktash,RU,55.0384,52.1214,56.55,93,100,5.97,light rain
463,Itoman,JP,26.1247,127.6694,88.57,78,75,8.05,broken clouds
464,Shchors,UA,51.8186,31.945,55.2,95,0,4.65,clear sky
465,Ostrovnoy,RU,68.0531,39.5131,64.17,49,1,15.79,clear sky
466,Acarau,BR,-2.8856,-40.12,76.05,86,8,4.79,clear sky
467,Kahului,US,20.8947,-156.47,82.98,67,20,27.63,few clouds
468,Mazagao,BR,-0.115,-51.2894,77.05,99,100,3.38,light rain
469,Santa Rosa,PH,14.3122,121.1114,91.11,72,93,5.61,overcast clouds
470,Puerto Penasco,MX,31.3167,-113.5333,81.91,59,6,4,clear sky
471,Victoria,HK,22.2855,114.1577,82.96,92,100,1.01,heavy intensity rain
472,Berani,PK,25.785,68.8069,87.89,60,0,28.92,clear sky
473,Naze,JP,28.3667,129.4833,81.52,79,98,10.31,light rain
474,Vardo,NO,70.3705,31.1107,66.18,55,0,9.22,clear sky
475,Atar,MR,20.5169,-13.0499,85.39,34,67,6.93,broken clouds
476,Toora-Khem,RU,52.4675,96.11,59.74,49,100,3.11,overcast clouds
477,Rocha,UY,-34.4833,-54.3333,45.57,70,62,9.19,broken clouds
478,Erzin,TR,36.9559,36.2,68.72,87,26,3.04,scattered clouds
479,Korla,CN,41.7597,86.1469,80.71,16,34,9.69,scattered clouds
480,Langenburg,DE,49.2544,9.8458,61.41,94,96,2.3,overcast clouds
481,Necochea,AR,-38.5473,-58.7368,50.13,73,48,9.31,light rain
482,Starkville,US,33.4504,-88.8184,76.66,94,74,5.3,broken clouds
483,Southbridge,US,42.0751,-72.0334,63.72,82,100,3.44,overcast clouds
484,Kilindoni,TZ,-7.9139,39.6668,78.51,65,3,18.39,clear sky
485,Kamaishi,JP,39.2667,141.8833,77.95,71,69,14.41,broken clouds
486,La Cumbre,AR,-30.982,-64.4914,52.29,83,0,4.18,clear sky
487,Pontal Do Parana,BR,-25.6533,-48.5128,60.46,94,97,1.72,overcast clouds
488,Lianzhou,CN,24.7811,112.3825,84.97,79,95,5.03,overcast clouds
489,Iracoubo,GF,5.4802,-53.2011,75.33,88,100,1.34,heavy intensity rain
490,Northam,GB,51.0333,-4.2167,56.66,97,44,5.08,scattered clouds
491,Krasnyy Chikoy,RU,50.3643,108.7512,64.6,60,92,3.13,overcast clouds
492,Enid,US,36.3956,-97.8784,87.03,81,1,3,clear sky
493,Green River,US,41.5286,-109.4662,64.8,18,6,8.48,clear sky
494,Shahrud,IR,36.4182,54.9763,74.28,36,0,9.26,clear sky
495,Raudeberg,NO,61.9875,5.1352,50.86,95,100,20.2,light rain
496,Aljezur,PT,37.3191,-8.8033,60.39,93,46,3.91,scattered clouds
497,Capreol,CA,46.706,-80.9225,57.67,89,20,2.3,few clouds
498,Najran,SA,17.4924,44.1277,75.85,16,93,2.73,overcast clouds
499,Morro Bay,US,35.3658,-120.8499,76.39,74,0,7,clear sky
500,Mabaruma,GY,8.2,-59.7833,73.4,94,21,2.71,few clouds
501,Zyryanka,RU,65.75,150.85,64.04,31,0,7.96,clear sky
502,Lashio,MM,22.9333,97.75,70.66,98,100,1.66,overcast clouds
503,Hinganghat,IN,20.5667,78.8333,76.41,60,96,15.01,overcast clouds
504,Oussouye,SN,12.485,-16.5469,79.23,83,100,3.31,light rain
505,Nambucca Heads,AU,-30.65,153,66.16,42,55,1.77,broken clouds
506,Chiredzi,ZW,-21.05,31.6667,53.29,81,0,2.82,clear sky
507,Mbaiki,CF,3.8678,17.9892,71.98,87,100,4.88,overcast clouds
508,Vega De Alatorre,MX,20.0333,-96.6333,78.44,77,100,4.59,overcast clouds
509,Lyubim,RU,58.3625,40.6843,58.35,72,66,6.4,broken clouds
510,Humberto De Campos,BR,-2.5983,-43.4611,74.08,92,89,3.98,overcast clouds
511,Murgab,TM,37.4966,61.9714,82.27,32,0,6.91,clear sky
512,Paita,PE,-5.0892,-81.1144,67.93,80,73,14.12,broken clouds
513,Lagoa,PT,39.05,-27.9833,65.55,86,19,3.44,few clouds
514,Banjarmasin,ID,-3.3244,114.591,82.54,61,51,2.98,broken clouds
515,Albox,ES,37.3886,-2.1495,77.45,52,0,5.01,clear sky
516,Ponta Delgada,PT,37.7333,-25.6667,61.52,88,20,3.44,few clouds
517,Lamu,KE,-2.2717,40.902,75.42,74,4,15.46,clear sky
518,Camana,PE,-16.6228,-72.7111,62.58,82,88,3.85,overcast clouds
519,Mogzon,RU,51.7435,111.9606,66.9,49,53,9.69,broken clouds
520,Cabatuan,PH,10.8794,122.486,83.14,76,100,4.07,moderate rain
521,Boa Vista,BR,2.8197,-60.6733,80.58,74,0,8.05,clear sky
522,Bubaque,GW,11.2833,-15.8333,80.37,80,100,4.99,overcast clouds
523,Ubinskoye,RU,55.3068,79.6802,55.33,58,97,6.4,overcast clouds
524,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.17,82,10,7.43,clear sky
525,Tanete,ID,-3.9443,119.7848,90.36,53,70,9.4,broken clouds
526,Neftcala,AZ,39.3742,49.2472,74.35,61,0,3.6,clear sky
527,Puerto Escondido,MX,15.85,-97.0667,75.54,87,100,7,overcast clouds
528,Karratha,AU,-20.7377,116.8463,72.16,61,97,10.31,overcast clouds
529,Walvis Bay,NA,-22.9575,14.5053,54.55,87,31,3.44,scattered clouds
530,Priyutnoye,RU,46.1011,43.5072,69.39,64,47,4.14,scattered clouds
531,Berdigestyakh,RU,62.0989,126.6992,48.47,88,100,3.27,light rain
532,Goderich,CA,43.7501,-81.7165,69.91,77,99,3.44,overcast clouds
533,Kieta,PG,-6.2167,155.6333,86.32,64,13,7.76,few clouds
534,Nemuro,JP,43.3236,145.575,68.43,92,100,23.47,overcast clouds
535,Puerto Narino,CO,-3.7703,-70.3831,75.15,86,100,2.68,overcast clouds
536,Atambua,ID,-9.1061,124.8925,83.48,57,40,1.66,scattered clouds
537,Shenjiamen,CN,29.9576,122.298,76.12,88,83,6.87,broken clouds
538,Sengiley,RU,53.9622,48.7944,60.87,92,100,5.03,overcast clouds
539,Ancud,CL,-41.8697,-73.8203,55.42,95,100,21.47,light rain
540,Lima,PE,-12.0432,-77.0282,62.91,88,90,5.75,overcast clouds
541,Ngara,TZ,-2.5122,30.6558,53.28,79,25,3.27,scattered clouds
542,Seoul,KR,37.5683,126.9778,86.41,61,0,6.91,clear sky
543,Cap-Aux-Meules,CA,47.3821,-61.8597,50.02,81,38,8.05,scattered clouds
544,Prince Rupert,CA,54.3161,-130.3201,55.49,71,1,4.61,clear sky
545,Datong,CN,40.0936,113.2914,74.44,47,100,13.58,overcast clouds
546,Khanpur,PK,28.6453,70.6567,90.05,54,0,17.4,clear sky
547,Kelvington,CA,52.1667,-103.5343,58.66,95,100,17.72,overcast clouds
548,Bismarck,US,46.8083,-100.7837,69.64,45,1,4,clear sky
549,Grafton,US,42.207,-71.6856,62.15,84,90,3.44,light rain
550,Port-Gentil,GA,-0.7193,8.7815,78.57,83,100,9.48,light rain
551,Lewistown,US,40.5992,-77.5714,63.84,94,90,0,overcast clouds
552,Suez,EG,29.9737,32.5263,73.76,46,2,10.96,clear sky
553,Cam Ranh,VN,11.9214,109.1591,87.76,55,40,6.91,light rain
554,Bandarbeyla,SO,9.4942,50.8122,79.84,64,88,26.06,overcast clouds
555,Lagunas,PE,-5.2269,-75.6753,72.39,97,22,0.83,few clouds
556,Maltahohe,NA,-24.8333,16.9833,53.56,37,22,7.7,few clouds
557,Ornskoldsvik,SE,63.2909,18.7153,58.82,100,90,5.75,overcast clouds
558,Sechura,PE,-5.5569,-80.8222,68.2,75,46,14.63,scattered clouds
559,Egvekinot,RU,66.3167,-179.1667,46.38,50,100,5.68,overcast clouds
560,Sedalia,US,38.7045,-93.2283,79.84,68,1,10.36,clear sky
561,Beatrice,US,40.2681,-96.747,76.17,83,90,3.44,overcast clouds
562,Iwanai,JP,42.9744,140.5089,64,96,100,8.05,overcast clouds
563,Mae Hong Son,TH,19.3003,97.9685,78.94,83,75,2.3,broken clouds
564,Trairi,BR,-3.2778,-39.2689,76.51,82,52,6.44,broken clouds
565,Belle Fourche,US,44.6714,-103.8522,65.44,32,3,3.96,clear sky
566,Snyder,US,32.7179,-100.9176,89.53,51,1,9.22,clear sky
567,Natal,BR,-5.795,-35.2094,75.42,83,20,5.75,few clouds
568,Tshikapa,CD,-6.4167,20.8,69.03,54,11,2.48,few clouds
569,Bonoua,CI,5.2741,-3.595,76.62,90,100,4.09,overcast clouds
570,Tuensang,IN,26.2833,94.8333,80.56,72,99,0.87,overcast clouds
571,Hadsund,DK,56.7148,10.1168,57.38,95,83,13.98,broken clouds
572,Tuatapere,NZ,-46.1333,167.6833,56.14,77,79,3.98,broken clouds
573,Sitka,US,57.0531,-135.33,55.29,67,75,12.66,broken clouds
574,Bolshaya Dzhalga,RU,45.9695,42.6966,66.04,78,14,2.8,few clouds
575,Burla,IN,21.5,83.8667,81.34,81,98,4.27,overcast clouds
576,Cardenas,CU,23.0375,-81.2047,75.96,83,100,5.79,overcast clouds
577,Changchun,CN,43.88,125.3228,82.36,47,34,14.05,scattered clouds
578,El Tocuyo,VE,9.7873,-69.7937,69.51,91,100,6.69,overcast clouds
579,Ouadda,CF,8.0777,22.4007,71.6,61,96,2.75,overcast clouds
580,Penzance,GB,50.1186,-5.5371,56.41,96,72,9.66,broken clouds
581,Waipawa,NZ,-41.4122,175.5153,56.03,74,64,4.16,broken clouds
582,Mamou,GN,10.5,-12,67.73,95,99,2.1,overcast clouds
583,Rabat,MA,33.9911,-6.8401,66.27,79,75,3.44,broken clouds
584,Calabozo,VE,8.9242,-67.4293,75.06,82,59,2.55,broken clouds
585,Camacupa,AO,-12.0167,17.4833,48.61,47,0,4.5,clear sky
586,Margate,GB,51.3813,1.3862,63.88,79,100,3,overcast clouds
587,Talaya,RU,61.3833,152.75,58.86,33,83,6.89,broken clouds
588,Millau,FR,44.0833,2.9167,59.13,92,1,2.19,clear sky
589,Abu Kamal,SY,34.4506,40.9171,72.77,46,0,12.03,clear sky
590,Dulce Grande,MX,23,-102.1667,70.43,38,56,22.32,broken clouds
591,Hajipur,IN,25.6833,85.2167,78.78,78,75,4.61,mist
592,Hobyo,SO,5.3505,48.5268,77.02,84,79,22.08,broken clouds
593,Agaro,ET,7.85,36.65,56.62,95,91,2.01,overcast clouds
594,Vaitape,PF,-16.5167,-151.75,78.17,82,53,15.75,broken clouds
595,Maragogipe,BR,-12.7778,-38.9194,75.25,95,6,1.86,clear sky
596,Ayan,RU,56.45,138.1667,44.26,88,100,9.17,overcast clouds
597,Marsa Matruh,EG,31.3525,27.2453,71.8,83,40,6.91,scattered clouds
598,Izazi,TZ,-7.2,35.7333,60.13,76,29,1.52,scattered clouds
599,Porosozero,RU,62.7191,32.727,59.76,64,94,3.94,overcast clouds
600,Ust-Omchug,RU,61.15,149.6333,61.14,35,67,3.4,broken clouds
601,Desnogorsk,RU,54.1508,33.2815,55.04,93,72,2.48,light rain
602,Erenhot,CN,43.6475,111.9767,81.32,25,95,9.37,overcast clouds
603,Kulhudhuffushi,MV,6.6221,73.07,83.05,75,100,15.05,overcast clouds
604,Kaiyuan,CN,23.6977,103.3037,75.58,75,91,3.29,overcast clouds
605,Saint-Francois,FR,46.4154,3.9054,56.68,99,90,2.3,fog
606,Ossora,RU,59.2353,163.0719,47.23,85,93,5.77,overcast clouds
607,Yaan,NG,7.3833,8.5667,72.66,93,100,5.35,light rain
608,Port Hawkesbury,CA,45.6169,-61.3485,53.58,62,75,1.01,broken clouds
609,Cabinda,AO,-5.55,12.2,75.79,94,42,5.23,scattered clouds
610,Dondo,MZ,-19.6094,34.7431,60.31,80,16,4.76,few clouds
611,Bacolod,PH,10.6667,122.95,83.71,71,100,1.57,very heavy rain
612,Marzuq,YE,14.4,46.4667,79.09,42,85,5.08,overcast clouds
613,Dimona,IL,31.0667,35.0333,68.63,45,0,2.17,clear sky
614,Athens,GR,37.9795,23.7162,70.25,80,20,1.99,few clouds
615,Genhe,CN,50.7833,121.5167,81.41,27,39,0.92,scattered clouds
616,Port-Cartier,CA,50.0334,-66.8654,50.76,65,31,5.46,scattered clouds
617,Bethanien,NA,-26.502,17.1583,60.15,35,42,6.51,scattered clouds
618,Kandi,BJ,11.1342,2.9386,73.8,83,100,10.07,overcast clouds
619,Lazaro Cardenas,MX,17.9583,-102.2,82.06,74,99,4.85,overcast clouds
620,Atherton,GB,53.5237,-2.4935,56.16,91,100,4.81,overcast clouds
621,Henties Bay,NA,-22.116,14.2845,62.42,66,32,4.03,scattered clouds
622,Uppsala,SE,60,17.75,61.43,99,40,8.05,scattered clouds
623,Bumba,CD,2.1833,22.4667,76.05,67,100,1.99,overcast clouds
624,Olinda,BR,-8.0089,-34.8553,73.13,73,40,4.61,scattered clouds
625,San Quintin,MX,30.4833,-115.95,69.44,84,17,12.93,few clouds
626,Alta Floresta,BR,-9.8756,-56.0861,76.35,59,51,5.46,broken clouds
627,Kopargaon,IN,19.8833,74.4833,81.01,66,63,11.34,broken clouds
628,Plettenberg Bay,ZA,-34.0527,23.3716,63.19,47,94,5.91,overcast clouds
629,Puttur,IN,12.7667,75.2167,80.71,91,100,1.14,overcast clouds
630,Muros,ES,42.7762,-9.0603,64.09,75,0,14.27,clear sky
631,Salamiyah,SY,35.0113,37.0532,64.35,81,0,15.95,clear sky
632,Santa Margherita Ligure,IT,44.3346,9.212,70.72,76,8,3,clear sky
633,Nuuk,GL,64.1835,-51.7216,39.81,81,90,1.14,overcast clouds
634,Dandong,CN,40.1292,124.3947,77.14,68,78,6.58,broken clouds
635,Sibay,RU,52.7181,58.6658,61.45,54,53,10.51,broken clouds
636,Tucumcari,US,35.1717,-103.725,82.24,21,1,12.66,clear sky
637,Birjand,IR,32.8663,59.2211,77.47,12,0,9.22,clear sky
638,Mujiayingzi,CN,42.1167,118.7833,85.98,20,81,14.72,broken clouds
639,Magistralnyy,RU,56.1725,107.4458,64,32,2,3.98,clear sky
640,Kombissiri,BF,12.0656,-1.3375,78.78,64,50,10.42,scattered clouds
641,Edgewater,US,28.9889,-80.9023,84.34,73,14,9.17,few clouds
642,Webuye,KE,0.6075,34.7697,58.41,92,100,5.97,overcast clouds
643,Karpogory,RU,64.0019,44.4451,66.04,44,88,3.85,overcast clouds
644,Bucerias,MX,20.75,-105.3333,84.18,70,75,0,broken clouds
645,Mapiripan,CO,2.8892,-72.1256,72.72,96,38,3.89,scattered clouds
646,Berezovyy,RU,51.6667,135.7,62.96,72,100,7.14,overcast clouds
647,Grand-Santi,GF,4.25,-54.3833,71.17,99,100,0.81,overcast clouds
648,Pangai,TO,-19.8,-174.35,59.11,100,40,20.71,scattered clouds
649,Bolgatanga,GH,10.7856,-0.8514,79.05,73,100,7.34,overcast clouds
650,Lalibela,ET,12.0333,39.0333,62.49,25,99,6.46,overcast clouds
651,Peace River,CA,56.2501,-117.286,68.31,27,40,13.8,scattered clouds
652,Leninskoye,KZ,41.7589,69.3864,78.73,18,0,8.66,clear sky
653,Sampit,ID,-2.5333,112.95,89.15,57,7,3.11,clear sky
654,Camocim,BR,-2.9022,-40.8411,76.37,86,8,4.18,clear sky
655,Parrita,CR,9.5201,-84.3225,81.52,83,100,2.24,overcast clouds
656,Den Helder,NL,52.9599,4.7593,61.99,94,90,3,overcast clouds
657,Gayeri,BF,12.6497,0.4931,80.91,51,100,14.9,light rain
658,Semenivka,UA,52.1783,32.5818,55.17,96,4,4.63,clear sky
659,Laurinburg,US,34.7741,-79.4628,79.02,92,1,5.75,clear sky
660,Batsfjord,NO,70.6345,29.7185,66.2,61,6,19.71,clear sky
661,Yeniseysk,RU,58.4497,92.1703,61.72,35,4,2.59,clear sky
662,Mananjary,MG,-21.2167,48.3333,64.81,92,52,7,broken clouds
663,Wewak,PG,-3.5534,143.6268,84.99,68,4,8.63,clear sky
664,Rock Sound,BS,24.9,-76.2,79.68,76,40,9.84,scattered clouds
665,Nouadhibou,MR,20.931,-17.0347,68.31,81,26,4.74,scattered clouds
666,Lander,US,42.833,-108.7307,70.2,30,1,11.5,clear sky
667,Virginia Beach,US,36.8529,-75.978,76.01,91,90,3.44,moderate rain
668,Staryy Nadym,RU,65.6118,72.6842,62.46,63,100,20.4,overcast clouds
669,Las Palmas,ES,28.4204,-14.0131,65.19,83,0,13.8,clear sky
670,Arlit,NE,18.7369,7.3853,90.79,12,0,8.66,clear sky
